Industries,State,YEARS,SCORE,INSPECTION DATE
Wholesale Trade,Tasman/Nelson,2012,119,5/16/2019
Wholesale Trade,Tasman/Nelson,2013,116,6/18/2018
Wholesale Trade,Tasman/Nelson,2014,125,7/31/2017
Wholesale Trade,Tasman/Nelson,2015,145,1/3/2018
Wholesale Trade,Tasman/Nelson,2016,162,5/22/2017
Wholesale Trade,Tasman/Nelson,2017,177,8/1/2018
Retail Trade,Tasman/Nelson,2000,99,11/1/2019
Retail Trade,Tasman/Nelson,2001,107,1/9/2019
Retail Trade,Tasman/Nelson,2002,125,8/15/2016
Retail Trade,Tasman/Nelson,2003,140,12/28/2017
Retail Trade,Tasman/Nelson,2004,151,9/11/2017
Retail Trade,Tasman/Nelson,2005,158,2/15/2017
Retail Trade,Tasman/Nelson,2006,164,12/12/2018
Retail Trade,Tasman/Nelson,2007,171,8/19/2019
Retail Trade,Tasman/Nelson,2008,179,9/1/2017
Retail Trade,Tasman/Nelson,2009,187,6/20/2019
Retail Trade,Tasman/Nelson,2010,191,10/2/2019
Retail Trade,Tasman/Nelson,2011,194,11/2/2019
Retail Trade,Tasman/Nelson,2012,197,11/26/2019
Retail Trade,Tasman/Nelson,2013,211,1/16/2018
Retail Trade,Tasman/Nelson,2014,232,3/29/2017
Retail Trade,Tasman/Nelson,2015,244,4/9/2019
Retail Trade,Tasman/Nelson,2016,251,11/4/2019
Retail Trade,Tasman/Nelson,2017,278,2/26/2019
Accommodation,Tasman/Nelson,2000,13,4/19/2019
Accommodation,Tasman/Nelson,2001,16,7/18/2018
Accommodation,Tasman/Nelson,2002,17,3/29/2017
Accommodation,Tasman/Nelson,2003,17,11/2/2016
Accommodation,Tasman/Nelson,2004,20,5/16/2017
Accommodation,Tasman/Nelson,2005,24,5/25/2017
Accommodation,Tasman/Nelson,2006,23,3/14/2019
Accommodation,Tasman/Nelson,2007,26,12/28/2017
Accommodation,Tasman/Nelson,2008,21,6/18/2018
Accommodation,Tasman/Nelson,2009,27,12/29/2018
Accommodation,Tasman/Nelson,2010,29,6/17/2016
Accommodation,Tasman/Nelson,2011,27,12/12/2019
Accommodation,Tasman/Nelson,2012,24,11/4/2019
Accommodation,Tasman/Nelson,2013,24,11/27/2018
Accommodation,Tasman/Nelson,2014,30,6/29/2019
Accommodation,Tasman/Nelson,2015,31,9/21/2018
Accommodation,Tasman/Nelson,2016,43,10/25/2017
Accommodation,Tasman/Nelson,2017,45,9/3/2019
Food and beverage services,Tasman/Nelson,2000,27,3/31/2017
Food and beverage services,Tasman/Nelson,2001,29,2/1/2018
Food and beverage services,Tasman/Nelson,2002,32,3/7/2017
Food and beverage services,Tasman/Nelson,2003,33,10/11/2017
Food and beverage services,Tasman/Nelson,2004,39,12/17/2019
Food and beverage services,Tasman/Nelson,2005,45,12/27/2019
Food and beverage services,Tasman/Nelson,2006,47,9/18/2018
Food and beverage services,Tasman/Nelson,2007,43,5/9/2019
Food and beverage services,Tasman/Nelson,2008,55,10/9/2018
Food and beverage services,Tasman/Nelson,2009,48,1/23/2018
Food and beverage services,Tasman/Nelson,2010,58,1/8/2018
Food and beverage services,Tasman/Nelson,2011,54,10/7/2019
Food and beverage services,Tasman/Nelson,2012,48,3/17/2017
Food and beverage services,Tasman/Nelson,2013,55,5/23/2019
Food and beverage services,Tasman/Nelson,2014,61,11/8/2019
Food and beverage services,Tasman/Nelson,2015,65,5/22/2018
Food and beverage services,Tasman/Nelson,2016,68,12/7/2016
Food and beverage services,Tasman/Nelson,2017,81,7/6/2017
"Transport, Postal and Warehousing",Tasman/Nelson,2000,136,6/10/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2001,142,7/26/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2002,162,3/28/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2003,174,5/24/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2004,183,8/15/2017
"Transport, Postal and Warehousing",Tasman/Nelson,2005,195,11/4/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2006,192,4/4/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2007,182,3/29/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2008,194,7/12/2017
"Transport, Postal and Warehousing",Tasman/Nelson,2009,205,1/10/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2010,185,3/1/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2011,204,8/8/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2012,222,12/26/2017
"Transport, Postal and Warehousing",Tasman/Nelson,2013,223,10/29/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2014,231,7/13/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2015,236,2/27/2019
"Transport, Postal and Warehousing",Tasman/Nelson,2016,220,2/16/2018
"Transport, Postal and Warehousing",Tasman/Nelson,2017,236,4/18/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2000,83,4/13/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2001,87,10/20/2016
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2002,99,1/19/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2003,107,11/21/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2004,117,2/22/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2005,127,8/16/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2006,132,3/10/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2007,143,3/26/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2008,152,7/5/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2009,156,5/6/2019
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2010,158,12/18/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2011,156,10/4/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2012,147,5/22/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2013,151,6/2/2016
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2014,163,12/4/2017
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2015,171,6/15/2019
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2016,179,10/30/2018
"Information Media, Telecommunications and Other Services",Tasman/Nelson,2017,183,8/8/2017
Financial and Insurance Services,Tasman/Nelson,2000,43,3/20/2018
Financial and Insurance Services,Tasman/Nelson,2001,42,1/25/2019
Financial and Insurance Services,Tasman/Nelson,2002,47,8/20/2018
Financial and Insurance Services,Tasman/Nelson,2003,54,2/21/2017
Financial and Insurance Services,Tasman/Nelson,2004,63,3/26/2019
Financial and Insurance Services,Tasman/Nelson,2005,71,10/18/2018
Financial and Insurance Services,Tasman/Nelson,2006,73,1/13/2017
Financial and Insurance Services,Tasman/Nelson,2007,60,8/1/2018
Financial and Insurance Services,Tasman/Nelson,2008,65,12/18/2019
Financial and Insurance Services,Tasman/Nelson,2009,75,11/21/2018
Financial and Insurance Services,Tasman/Nelson,2010,88,2/6/2019
Financial and Insurance Services,Tasman/Nelson,2011,80,11/8/2019
Financial and Insurance Services,Tasman/Nelson,2012,99,12/5/2018
Financial and Insurance Services,Tasman/Nelson,2013,105,7/19/2017
Financial and Insurance Services,Tasman/Nelson,2014,97,12/30/2019
Financial and Insurance Services,Tasman/Nelson,2015,111,1/30/2017
Financial and Insurance Services,Tasman/Nelson,2016,102,2/23/2018
Financial and Insurance Services,Tasman/Nelson,2017,105,12/13/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2000,120,8/8/2017
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2001,135,1/30/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2002,144,11/28/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2003,168,5/1/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2004,172,3/2/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2005,181,3/22/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2006,197,7/26/2016
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2007,201,2/27/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2008,215,3/21/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2009,247,4/9/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2010,280,12/16/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2011,291,4/30/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2012,300,10/10/2018
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2013,309,11/2/2016
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2014,320,1/29/2019
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2015,325,2/1/2017
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2016,341,8/21/2017
"Rental, Hiring and Real Estate Services",Tasman/Nelson,2017,369,6/11/2018
Owner-Occupied Property Operation,Tasman/Nelson,2000,184,8/6/2019
Owner-Occupied Property Operation,Tasman/Nelson,2001,186,12/15/2016
Owner-Occupied Property Operation,Tasman/Nelson,2002,197,3/27/2019
Owner-Occupied Property Operation,Tasman/Nelson,2003,217,10/1/2018
Owner-Occupied Property Operation,Tasman/Nelson,2004,241,3/8/2018
Owner-Occupied Property Operation,Tasman/Nelson,2005,253,9/30/2019
Owner-Occupied Property Operation,Tasman/Nelson,2006,267,9/23/2019
Owner-Occupied Property Operation,Tasman/Nelson,2007,281,9/12/2016
Owner-Occupied Property Operation,Tasman/Nelson,2008,303,3/14/2019
Owner-Occupied Property Operation,Tasman/Nelson,2009,308,10/18/2017
Owner-Occupied Property Operation,Tasman/Nelson,2010,295,9/8/2017
Owner-Occupied Property Operation,Tasman/Nelson,2011,323,3/13/2018
Owner-Occupied Property Operation,Tasman/Nelson,2012,342,8/4/2017
Owner-Occupied Property Operation,Tasman/Nelson,2013,359,8/8/2019
Owner-Occupied Property Operation,Tasman/Nelson,2014,364,4/5/2017
Owner-Occupied Property Operation,Tasman/Nelson,2015,375,5/10/2019
Owner-Occupied Property Operation,Tasman/Nelson,2016,387,4/20/2018
Owner-Occupied Property Operation,Tasman/Nelson,2017,391,3/27/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2000,84,4/22/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2001,85,4/16/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2002,96,5/10/2018
"Professional, Scientific, and Technical Services",Tasman/Nelson,2003,110,4/17/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2004,122,2/2/2018
"Professional, Scientific, and Technical Services",Tasman/Nelson,2005,135,5/30/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2006,149,10/4/2016
"Professional, Scientific, and Technical Services",Tasman/Nelson,2007,183,5/13/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2008,183,3/27/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2009,222,6/7/2018
"Professional, Scientific, and Technical Services",Tasman/Nelson,2010,233,12/4/2017
"Professional, Scientific, and Technical Services",Tasman/Nelson,2011,243,2/27/2017
"Professional, Scientific, and Technical Services",Tasman/Nelson,2012,229,4/3/2018
"Professional, Scientific, and Technical Services",Tasman/Nelson,2013,234,8/16/2017
"Professional, Scientific, and Technical Services",Tasman/Nelson,2014,262,12/20/2018
"Professional, Scientific, and Technical Services",Tasman/Nelson,2015,261,3/23/2017
"Professional, Scientific, and Technical Services",Tasman/Nelson,2016,287,3/25/2019
"Professional, Scientific, and Technical Services",Tasman/Nelson,2017,284,5/10/2017
Administrative and Support Services,Tasman/Nelson,2000,29,7/17/2019
Administrative and Support Services,Tasman/Nelson,2001,30,11/8/2018
Administrative and Support Services,Tasman/Nelson,2002,32,2/7/2019
Administrative and Support Services,Tasman/Nelson,2003,32,10/15/2018
Administrative and Support Services,Tasman/Nelson,2004,38,6/24/2019
Administrative and Support Services,Tasman/Nelson,2005,44,4/24/2019
Administrative and Support Services,Tasman/Nelson,2006,52,12/15/2018
Administrative and Support Services,Tasman/Nelson,2007,64,9/25/2019
Administrative and Support Services,Tasman/Nelson,2008,71,9/25/2019
Administrative and Support Services,Tasman/Nelson,2009,71,8/17/2018
Administrative and Support Services,Tasman/Nelson,2010,74,11/26/2019
Administrative and Support Services,Tasman/Nelson,2011,75,10/30/2019
Administrative and Support Services,Tasman/Nelson,2012,84,10/5/2016
Administrative and Support Services,Tasman/Nelson,2013,91,12/11/2019
Administrative and Support Services,Tasman/Nelson,2014,102,7/23/2018
Administrative and Support Services,Tasman/Nelson,2015,102,8/16/2016
Administrative and Support Services,Tasman/Nelson,2016,116,1/28/2019
Administrative and Support Services,Tasman/Nelson,2017,115,1/10/2018
Public Administration and Safety,Tasman/Nelson,2000,45,10/21/2019
Public Administration and Safety,Tasman/Nelson,2001,47,7/10/2017
Public Administration and Safety,Tasman/Nelson,2002,49,7/30/2019
Public Administration and Safety,Tasman/Nelson,2003,54,6/13/2018
Public Administration and Safety,Tasman/Nelson,2004,55,2/22/2018
Public Administration and Safety,Tasman/Nelson,2005,59,6/7/2017
Public Administration and Safety,Tasman/Nelson,2006,65,8/29/2017
Public Administration and Safety,Tasman/Nelson,2007,67,3/9/2018
Public Administration and Safety,Tasman/Nelson,2008,72,10/22/2019
Public Administration and Safety,Tasman/Nelson,2009,72,5/20/2016
Public Administration and Safety,Tasman/Nelson,2010,73,1/30/2018
Public Administration and Safety,Tasman/Nelson,2011,75,10/17/2019
Public Administration and Safety,Tasman/Nelson,2012,79,11/6/2019
Public Administration and Safety,Tasman/Nelson,2013,82,12/27/2018
Public Administration and Safety,Tasman/Nelson,2014,83,2/13/2017
Public Administration and Safety,Tasman/Nelson,2015,84,12/6/2016
Public Administration and Safety,Tasman/Nelson,2016,92,8/7/2019
Public Administration and Safety,Tasman/Nelson,2017,98,7/19/2019
Education and Training,Tasman/Nelson,2000,78,12/20/2017
Education and Training,Tasman/Nelson,2001,77,4/30/2018
Education and Training,Tasman/Nelson,2002,77,1/9/2019
Education and Training,Tasman/Nelson,2003,85,9/2/2016
Education and Training,Tasman/Nelson,2004,88,11/21/2017
Education and Training,Tasman/Nelson,2005,94,6/16/2017
Education and Training,Tasman/Nelson,2006,97,1/30/2018
Education and Training,Tasman/Nelson,2007,106,7/24/2017
Education and Training,Tasman/Nelson,2008,114,5/30/2019
Education and Training,Tasman/Nelson,2009,125,6/21/2017
Education and Training,Tasman/Nelson,2010,133,3/13/2019
Education and Training,Tasman/Nelson,2011,139,11/28/2017
Education and Training,Tasman/Nelson,2012,148,1/31/2019
Education and Training,Tasman/Nelson,2013,156,10/16/2019
Education and Training,Tasman/Nelson,2014,158,4/24/2018
Education and Training,Tasman/Nelson,2015,165,8/16/2016
Education and Training,Tasman/Nelson,2016,166,5/12/2017
Education and Training,Tasman/Nelson,2017,180,10/28/2017
Health Care and Social Assistance,Tasman/Nelson,2000,107,12/11/2017
Health Care and Social Assistance,Tasman/Nelson,2001,108,10/23/2017
Health Care and Social Assistance,Tasman/Nelson,2002,123,12/3/2019
Health Care and Social Assistance,Tasman/Nelson,2003,131,7/2/2019
Health Care and Social Assistance,Tasman/Nelson,2004,146,9/12/2018
Health Care and Social Assistance,Tasman/Nelson,2005,163,6/21/2018
Health Care and Social Assistance,Tasman/Nelson,2006,182,8/6/2019
Health Care and Social Assistance,Tasman/Nelson,2007,194,11/20/2019
Health Care and Social Assistance,Tasman/Nelson,2008,226,2/21/2019
Health Care and Social Assistance,Tasman/Nelson,2009,246,2/28/2018
Health Care and Social Assistance,Tasman/Nelson,2010,269,11/20/2018
Health Care and Social Assistance,Tasman/Nelson,2011,264,5/22/2018
Health Care and Social Assistance,Tasman/Nelson,2012,270,7/9/2018
Health Care and Social Assistance,Tasman/Nelson,2013,284,1/18/2019
Health Care and Social Assistance,Tasman/Nelson,2014,293,10/17/2019
Health Care and Social Assistance,Tasman/Nelson,2015,322,8/14/2019
Health Care and Social Assistance,Tasman/Nelson,2016,307,3/1/2017
Health Care and Social Assistance,Tasman/Nelson,2017,323,12/29/2017
Total All Industries,Tasman/Nelson,2000,1900,8/7/2018
Total All Industries,Tasman/Nelson,2001,2035,7/9/2018
Total All Industries,Tasman/Nelson,2002,2219,2/11/2019
Total All Industries,Tasman/Nelson,2003,2300,6/5/2019
Total All Industries,Tasman/Nelson,2004,2481,6/6/2019
Total All Industries,Tasman/Nelson,2005,2661,10/21/2019
Total All Industries,Tasman/Nelson,2006,2653,7/20/2016
Total All Industries,Tasman/Nelson,2007,2861,11/4/2016
Total All Industries,Tasman/Nelson,2008,3050,5/8/2018
Total All Industries,Tasman/Nelson,2009,3147,4/9/2018
Total All Industries,Tasman/Nelson,2010,3269,7/11/2017
Total All Industries,Tasman/Nelson,2011,3408,6/8/2018
Total All Industries,Tasman/Nelson,2012,3468,4/4/2017
Total All Industries,Tasman/Nelson,2013,3554,6/3/2019
Total All Industries,Tasman/Nelson,2014,3832,8/7/2017
Total All Industries,Tasman/Nelson,2015,3945,1/29/2019
Total All Industries,Tasman/Nelson,2016,4151,10/15/2019
Total All Industries,Tasman/Nelson,2017,4459,5/9/2017
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2000,142,1/24/2019
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2001,150,9/30/2019
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2002,162,7/11/2019
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2003,175,3/26/2019
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2004,190,7/31/2017
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2005,206,6/5/2017
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2006,207,12/4/2019
"GST on Production, Import Duties and Other Taxes",Tasman/Nelson,2007,238,12/18/2017
